1	16
2	16
4	32
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
4	32
1	16
14	28
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
9	16
17	20
11	32
19	36
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
2	16
1	16
1	16
3	20
2	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
5	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
4	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	24
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
6	16
1	16
2	16
3	16
1	16
2	24
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
9	32
20	36
22	52
1	16
5	16
1	16
4	16
5	16
1	16
6	20
2	16
2	16
4	16
5	16
7	16
7	24
3	16
5	16
1	16
4	16
2	16
1	16
1	16
1	16
2	16
4	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
16	40
1	16
29	44
2	24
1	16
1	16
3	16
1	16
4	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
3	24
1	16
2	16
1	16
3	24
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
2	24
1	16
1	16
1	16
2	24
4	28
2	16
1	16
1	16
1	16
2	24
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
2	24
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
22	44
1	16
3	24
2	16
1	16
1	16
1	16
6	20
2	16
2	16
1	16
1	16
1	16
1	16
1	16
4	16
1	16
1	16
1	16
4	16
1	16
3	20
2	16
10	16
22	16
2	16
7	16
3	16
6	16
8	20
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
529	120
539	168
552	204
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
4	16
2	20
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	24
1	16
1	16
1	16
1	16
7	16
3	20
1	16
1	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
2	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
2	24
1	16
2	24
1	16
3	32
5	40
3	32
2	24
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
6	40
2	24
1	16
3	16
2	24
1	16
1	16
1	16
1	16
3	24
1	16
1	16
2	16
1	16
2	16
1	16
1	16
2	24
1	16
1	16
2	24
2	16
2	16
1	16
2	24
1	16
2	24
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
2	24
1	16
1	16
2	24
1	16
1	16
1	16
1	16
2	16
2	24
1	16
6	16
9	40
2	16
1	16
1	16
2	20
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
4	40
4	16
9	24
1	16
1	16
3	16
4	24
2	24
1	16
1	16
1	16
122	48
189	124
1	16
2	16
2	16
1	16
1	16
7	20
12	44
1	16
2	24
2	16
4	32
1	16
2	16
1	16
2	16
2	24
1	16
1	16
1	16
1	16
1	16
2	16
3	32
4	32
1	16
3	24
1	16
1	16
3	16
1	16
2	24
1	16
9	28
13	48
2	24
1	16
1	16
5	16
6	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
2	16
2	16
1	16
1	16
2	16
2	16
1	16
1	16
2	16
2	24
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
2	16
2	24
1	16
1	16
1	16
1	16
1	16
3	16
4	24
8	20
12	44
1	16
1	16
2	24
1	16
3	16
4	24
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	20
3	24
1	16
1	16
1	16
2	24
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
4	24
2	24
1	16
1	16
1	16
2	16
1	16
1	16
2	16
3	24
1	16
1	16
1	16
2	16
1	16
1	16
1	16
2	24
1	16
2	24
3	32
1	16
2	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
2	16
3	24
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
3	24
1	16
2	16
1	16
1	16
3	28
1	16
1	16
1	16
3	16
5	32
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
3	20
7	52
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
2	16
1	16
1	16
3	16
5	32
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
4	24
1	16
1	16
1	16
1	16
15	28
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
5	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
2	16
1	16
18	24
20	40
1	16
1	16
2	24
1	16
1	16
1	16
2	16
2	16
5	16
1	16
2	16
5	20
1	16
2	16
1	16
2	16
2	16
3	16
2	16
1	16
5	16
1	16
1	16
2	16
2	16
1	16
1	16
3	32
1	16
1	16
1	16
1	16
1	16
1	16
2	16
2	16
7	16
8	24
1	16
2	24
1	16
1	16
1	16
1	16
2	24
1	16
2	16
1	16
2	16
1	16
1	16
1	16
2	16
1	16
1	16
2	24
6	16
1	16
5	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
3	20
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
2	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
4	24
2	24
1	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
5	20
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
3	16
2	16
1	16
8	24
5	16
1	16
5	32
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
2	16
3	16
1	16
1	16
2	20
1	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
21	36
23	52
65	32
11	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
2	16
2	24
1	16
1	16
4	16
1	16
1	16
1	16
1	16
1	16
17	40
31	52
2	24
4	24
2	24
5	16
6	24
1	16
1	16
1	16
1	16
200	68
202	76
1	16
1	16
1	16
2	20
1	16
31	36
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
2	16
2	16
3	24
4	32
1	16
1	16
3	16
1	16
1	16
5	24
3	24
2	24
1	16
2	24
1	16
3	16
2	24
3	24
3	24
1	16
1	16
1	16
1	16
2	24
1	16
1	16
2	24
1	16
1	16
1	16
1	16
6	28
1	16
3	16
1	16
1	16
2	24
1	16
1	16
1	16
2	24
2	24
1	16
2	24
1	16
3	32
1	16
1	16
2	16
2	24
1	16
2	16
3	24
1	16
1	16
1	16
2	24
1	16
2	24
1	16
2	16
3	24
4	32
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
2	16
2	16
2	16
2	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
3	24
1	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
2	16
1	16
3	16
3	16
1	16
2	16
2	16
4	16
2	16
1	16
2	16
2	16
1	16
1	16
1	16
1	16
2	16
4	16
3	20
2	16
3	16
3	16
4	16
1	16
1	16
3	16
2	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
2	16
1	16
1	16
11	40
1	16
2	24
1	16
2	24
23	48
3	16
1	16
4	24
3	16
1	16
8	24
1	16
3	16
1	16
1	16
2	16
1	16
1	16
10	20
2	16
2	16
4	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
18	20
1	16
1	16
1	16
1	16
20	28
24	16
8	20
2	16
1	16
3	16
2	16
10	16
14	20
1	16
1	16
1	16
2	16
3	24
1	16
1	16
1	16
1	16
2	24
1	16
1	16
1	16
4	16
1	16
1	16
1	16
2	16
10	24
3	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
532	120
555	204
1	16
1	16
1	16
1	16
1	16
1	16
2	20
1	16
1	16
2	16
2	16
1	16
3	32
4	40
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
2	24
1	16
2	16
1	16
5	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
3	16
2	16
4	16
1	16
1	16
2	20
1	16
1	16
2	16
1	16
2	16
1	16
1	16
2	16
1	16
2	16
2	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
2	16
1	16
2	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
3	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
2	24
5	16
1	16
1	16
5	16
1	16
1	16
5	24
1	16
1	16
7	24
1	16
7	16
8	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	24
1	16
1	16
1	16
6	20
3	16
1	16
2	16
4	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
2	16
1	16
1	16
1	16
3	16
1	16
2	24
1	16
4	24
2	24
1	16
1	16
1	16
1	16
1	16
1	16
10	20
1	16
1	16
1	16
2	16
1	16
1	16
2	16
1	16
1	16
5	16
2	16
2	16
3	16
1	16
2	16
5	16
3	16
2	16
4	16
2	16
1	16
1	16
1	16
3	16
1	16
1	16
3	16
2	16
1	16
1	16
2	20
1	16
1	16
1	16
1	16
1	16
1	16
6	16
7	16
1	16
2	24
2	16
1	16
1	16
1	16
1	16
1	16
3	24
1	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
4	32
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	24
3	24
1	16
1	16
6	16
1	16
1	16
5	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	24
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	20
3	24
1	16
4	32
27	48
31	72
13	52
3	24
2	24
1	16
1	16
1	16
3	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
3	16
4	24
1	16
1	16
3	16
1	16
3	16
9	32
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
3	24
1	16
2	24
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
2	24
2	24
1	16
1	16
1	16
2	24
3	32
2	16
3	32
1	16
1	16
2	16
2	24
3	24
2	24
3	16
4	24
1	16
1	16
2	24
10	16
14	48
1	16
1	16
1	16
2	24
1	16
1	16
1	16
3	16
1	16
1	16
3	20
4	28
1	16
1	16
1	16
1	16
1	16
2	16
2	16
2	16
1	16
2	24
1	16
2	24
2	16
1	16
7	24
14	40
4	16
5	24
124	48
194	124
3	16
1	16
3	16
1	16
13	20
22	60
3	16
1	16
1	16
3	16
4	24
5	32
3	16
5	32
1	16
3	16
4	24
4	16
3	32
3	24
1	16
10	28
15	48
1	16
1	16
1	16
2	24
6	16
7	24
1	16
1	16
2	24
3	16
1	16
1	16
2	16
3	16
14	20
21	52
1	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
4	16
5	24
1	16
2	24
2	24
1	16
1	16
10	16
1	16
1	16
2	24
4	24
1	16
1	16
8	16
10	32
1	16
1	16
2	24
1	16
1	16
2	16
3	24
1	16
2	24
3	16
2	16
2	24
2	16
3	24
4	32
1	16
1	16
1	16
1	16
3	16
4	24
2	16
13	20
18	52
1	16
1	16
3	32
1	16
1	16
1	16
4	16
5	24
1	16
2	16
3	24
2	16
1	16
3	16
2	16
2	20
1	16
2	16
1	16
4	20
5	28
1	16
1	16
2	24
1	16
1	16
1	16
2	16
3	24
3	16
1	16
1	16
2	16
1	16
1	16
2	24
3	16
1	16
2	24
1	16
1	16
1	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
2	16
1	16
4	16
5	24
3	32
2	16
3	16
1	16
1	16
3	16
5	32
1	16
1	16
3	16
4	24
1	16
1	16
2	16
1	16
2	24
3	16
1	16
1	16
1	16
2	24
1	16
1	16
3	32
3	24
4	32
3	16
3	16
1	16
1	16
1	16
2	24
1	16
1	16
2	16
1	16
5	24
2	16
6	24
1	16
3	16
5	32
2	16
3	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
4	24
3	32
2	16
7	40
1	16
1	16
1	16
3	32
1	16
3	16
4	24
1	16
3	16
5	24
5	20
7	32
2	24
6	32
1	16
1	16
1	16
2	16
3	24
4	16
2	16
2	16
1	16
1	16
3	16
2	24
1	16
1	16
1	16
1	16
4	28
8	60
1	16
2	24
1	16
1	16
3	16
1	16
2	16
3	24
2	16
1	16
1	16
1	16
2	24
1	16
7	56
3	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
4	16
6	32
2	16
1	16
1	16
2	16
1	16
1	16
2	24
1	16
2	24
1	16
1	16
1	16
2	16
1	16
1	16
3	16
2	16
6	24
2	16
1	16
2	16
2	16
2	16
16	28
2	16
1	16
3	16
1	16
1	16
1	16
1	16
2	16
2	16
1	16
2	24
2	16
1	16
2	16
2	16
4	24
14	28
5	24
1	16
2	16
1	16
1	16
2	24
3	32
1	16
1	16
1	16
1	16
1	16
4	24
4	24
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
2	16
1	16
2	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	24
1	16
1	16
4	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
3	16
4	16
1	16
1	16
1	16
2	24
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
2	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
7	16
2	16
1	16
3	16
7	20
2	16
1	16
2	16
3	24
3	16
21	24
23	40
3	24
2	20
9	16
10	20
3	16
3	16
7	16
8	16
6	24
2	20
1	16
2	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
2	20
1	16
1	16
1	16
1	16
1	16
1	16
1	16
14	16
18	48
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
3	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
4	24
5	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
4	16
1	16
2	16
1	16
4	16
1	16
9	24
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
6	16
1	16
3	20
2	16
1	16
1	16
1	16
1	16
1	16
4	16
1	16
1	16
3	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
1	16
1	16
2	16
1	16
4	16
1	16
2	16
3	16
2	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
4	16
1	16
2	16
2	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
9	20
1	16
1	16
2	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
2	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
3	16
3	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
1	16
1	16
1	16
1	16
3	16
1	16
1	16
1	16
2	16
2	16
1	16
1	16
1	16
1	16
1	16
1	16
2	16
2	16
1	16
1	16
1	16
3	16
3	16
1	16
2	16
1	16
